Food_ID,Food name and Description,Scientific name,Alternate/Common name(s),Edible portion,Option
E053,"Mango, paho, unripe",Mangifera altissima,"Mangga, paho/pahutan, hilaw",76%,Data Image
E054,"Mango, piko, medium ripe",Mangifera indica,"Mangga, piko, manibalang",71%,Data Image
E055,"Mango, piko, ripe",Mangifera indica,"Mangga, piko, hinog",58%,Data Image
E056,"Mango, piko, unripe",Mangifera indica,"Mangga, piko, hilaw",73%,Data Image
E057,"Mango, supsupin, ripe",Mangifera indica,"Mangga, supsupin, hinog",53%,Data Image
E058,Mangosteen,Garcinia mangostana,N/A,26%,Data Image
E059,Many-spiked flacourtia,Flacourtia indica,Seryale/Bitangol/Governor's Plum,39%,Data Image
E060,Marmalade plum,Pouteria sapota,Chico-mamey,73%,Data Image
E061,Melon,Cucumis melo,Milon,68%,Data Image
E062,"Melon, honey dew",Cucumis melo,N/A,84%,Data Image
E064,"Melon, watermelon",Citrullus lanatus,Pakwan,62%,Data Image
E065,"Orange, Ladu",Citrus reticulata,"Dalandan, Ladu",45%,Data Image
E066,"Orange, Szinkom",Citrus reticulata,"Dalandan, Szinkom",46%,Data Image
E068,"Papaya fruit, medium ripe",Carica papaya,N/A,83%,Data Image
E069,"Papaya fruit, ripe",Carica papaya,N/A,64%,Data Image
E070,Pear,Pyrus communis,Peras,73%,Data Image
E071,"Persimmon, kaki",Diospyros kaki,Asian persimmon,57%,Data Image
E072,Philippine dillenia,Dillenia philippinensis,Katmon,40%,Data Image
E073,Pineapple,Ananas comosus,Pinya,58%,Data Image
E074,Pomegranate,Punica granatum,Granada,44%,Data Image
E075,Pomelo,Citrus maxima,Suha/Lukban,64%,Data Image
E076,Rambutan,Nephelium lappaceum,N/A,36%,Data Image
E077,Rattan fruit,Calamus ornatus var. philippinensis,Alimuran,42%,Data Image
E078,Santol,Sandoricum koetjape,Cotton fruit,59%,Data Image
E079,Sapodilla,Manilkara zapota,Chico,84%,Data Image
E080,Sapote,Diospyros ebenum,Ebony persimmon,72%,Data Image
E081,Stinking passion flower fruit,Passiflora foetida,Pasionaryang mabaho,50%,Data Image
E082,Stinking passion flower juice,Passiflora foetida,"Pasionaryang mabaho, katas",100%,Data Image
E083,Soursop,Annona muricata,Guyabano,70%,Data Image
E084,Spanish plum,Spondias purpurea,Siniguwelas,64%,Data Image
E085,"Star apple, green",Chrysophyllum cainito,"Kaymito, berde",53%,Data Image
E086,"Star apple, purple",Chrysophyllum cainito,"Kaymito, murado",63%,Data Image
E087,Starfruit,Averrhoa carambola,Balimbing,88%,Data Image
E088,Strawberry,Fragaria × ananassa Duchesne,N/A,98%,Data Image
E089,Sugar apple/Sweetsop,Annona squamosa,Atis,50%,Data Image
E090,Sugar palm,Arenga pinnata,Kaong,100%,Data Image
E091,"Sugar palm, boiled",Arenga pinnata,"Kaong, nilaga",100%,Data Image
E092,Susong-kalabaw,Uvaria rufa,Carabao's teats,43%,Data Image
E093,"Tamarind, ripe",Tamarindus indica,"Sampalok, hinog",44%,Data Image
E094,"Tamarind, unripe",Tamarindus indica,"Sampalok, hilaw",40%,Data Image
E095,"Tamarind, unripe, boiled",Tamarindus indica,"Sampalok, hilaw, nilaga",100%,Data Image
E096,"Banana chips, salted",N/A,N/A,100%,Data Image
E097,"Banana chips, sweetn",N/A,N/A,100%,Data Image
E098,"Banana cracker, sweetn",N/A,N/A,100%,Data Image
E099,Banana fritter,N/A,"Maruya, saging",100%,Data Image
E100,"Banana, saba, mashed, w/ sugar & marg",N/A,"Linupak, saging saba",100%,Data Image
E101,"Banana, saba, w/ sugar, fried",N/A,Banana cue,100%,Data Image
E102,"Banana, saba, w/ sugar, wrapped, fried",N/A,"Turon, saging saba",100%,Data Image
E103,"Bilimbi, pickled",N/A,"Kamias, buro",100%,Data Image
E104,"Cherry, in syrup, drnd",N/A,N/A,65%,Data Image
E105,"Date, dried",N/A,N/A,100%,Data Image
E106,Dikyam,N/A,N/A,100%,Data Image
E107,"Fruit cocktail, tropical, in syrup, cnd",N/A,N/A,100%,Data Image
E108,"Jujube Indian/Chinese date, dried",N/A,"Mansanitas, tuyo",93%,Data Image
E109,"Mango chips, dried",N/A,N/A,100%,Data Image
E110,"Peach, in heavy syrup, cnd",N/A,"Milokoton, hiniwa, may arnibal, nakalata",100%,Data Image
E113,"Pineapple, crushed, cnd",N/A,N/A,100%,Data Image
E114,"Pineapple, slice, cnd",N/A,N/A,100%,Data Image
E115,Prune,N/A,N/A,100%,Data Image
E116,Raisin,N/A,Pasas,100%,Data Image
E117,Dragon fruit,Hylocereus undatus,Pitaya,63%,Data Image
E118,"Kandis, flesh",Garcinia lateriflora,N/A,44%,Data Image
E119,"Kandis, pulp",Garcinia lateriflora,N/A,40%,Data Image
E120,"Libas fruit, ripe",Spondias pinnata,"Common hog plum fruit, ripe",22%,Data Image
E121,"Libas fruit, unripe",Spondias pinnata,"Common hog plum fruit, unripe",80%,Data Image
E122,Maraitum,Nephelium sp.,N/A,19%,Data Image
E123,Palau-biyok,Willughbeia sp.,N/A,23%,Data Image
E124,Sapinit,Rubus moluccanus,Wild raspberry,100%,Data Image
E125,Tabo,Willughbeia sp.,N/A,14%,Data Image
F001,Beef blood,Bos taurus,Baka dugo,100%,Data Image
F002,"Beef blood, bbq",Bos taurus,"Baka dugo, bbq/""rambo""",100%,Data Image
F003,Beef brain,Bos taurus,Baka utak,100%,Data Image
F004,"Beef brain, boiled",Bos taurus,"Baka utak, nilaga",100%,Data Image
F005,Beef brisket,Bos taurus,Baka punta y pecho,84%,Data Image
F006,Beef chuck,Bos taurus,Baka paypay,94%,Data Image
F007,"Beef chuck, lean, boiled",Bos taurus,"Baka paypay, laman, nilaga",100%,Data Image
F008,Beef club steak,Bos taurus,"Baka tagiliran, unahan",82%,Data Image
F009,Beef flank,Bos taurus,Baka camto,100%,Data Image
F010,Beef head,Bos taurus,Baka ulo,44%,Data Image
F011,Beef heart,Bos taurus,Baka puso,100%,Data Image
F012,"Beef intestine, large",Bos taurus,Baka bitukang malaki,100%,Data Image
F013,"Beef intestine, small",Bos taurus,Baka bitukang maliit,100%,Data Image
F014,Beef kidney,Bos taurus,Baka bato,80%,Data Image
F015,Beef lean meat,Bos taurus,Baka laman,100%,Data Image
F016,"Beef lean meat, boiled",Bos taurus,"Baka laman, nilaga",100%,Data Image
F017,"Beef lean meat, broiled",Bos taurus,"Baka laman, inihaw",100%,Data Image
F018,"Beef lean meat, fried",Bos taurus,"Baka laman, prito",100%,Data Image
F019,Beef liver,Bos taurus,Baka atay,100%,Data Image
F020,"Beef liver, boiled",Bos taurus,"Baka atay, nilaga",100%,Data Image
F021,Beef lung,Bos taurus,Baka baga,87%,Data Image
F022,Beef mammary,Bos taurus,Baka sinuso,84%,Data Image
F023,Beef omasum,Bos taurus,Baka librilyo,100%,Data Image
F024,"Beef omasum, boiled",Bos taurus,"Baka librilyo, nilaga",100%,Data Image
F025,Beef plate,Bos taurus,Baka tadyang,66%,Data Image
F026,Beef porterhouse steak,Bos taurus,"Baka tagiliran, gitna",69%,Data Image
F027,Beef reticulum,Bos taurus,Baka mansanilya,100%,Data Image
F028,"Beef reticulum, boiled",Bos taurus,"Baka mansanilya, nilaga",100%,Data Image
F029,Beef rib roast,Bos taurus,Baka kadera,64%,Data Image
F030,Beef round,Bos taurus,Baka pierna corta at pierna larga,83%,Data Image
F031,"Beef round, boiled",Bos taurus,"Baka pierna corta at pierna larga, nilaga",100%,Data Image
F032,"Beef round, broiled",Bos taurus,"Baka pierna corta at pierna larga, inihaw",100%,Data Image
F033,"Beef round, fried",Bos taurus,"Baka pierna corta at pierna larga, prito",100%,Data Image
F034,Beef rump,Bos taurus,Baka tapadera,88%,Data Image
F035,Beef shank,Bos taurus,Baka kenchi,89%,Data Image
F036,"Beef shank, boiled",Bos taurus,"Baka kenchi, nilaga",89%,Data Image
F037,Beef short rib,Bos taurus,Baka tadyang,79%,Data Image
F038,Beef sirloin,Bos taurus,"Baka tagiliran, hulihan",91%,Data Image
F039,"Beef sirloin, boiled",Bos taurus,"Baka tagiliran, hulihan, nilaga",100%,Data Image
F040,"Beef sirloin, broiled",Bos taurus,"Baka tagiliran, hulihan, inihaw",100%,Data Image
F041,"Beef sirloin, fried",Bos taurus,"Baka tagiliran, hulihan, prito",100%,Data Image
F042,Beef spleen,Bos taurus,Baka lapay,100%,Data Image
F043,"Beef spleen, boiled",Bos taurus,"Baka lapay, nilaga",100%,Data Image
F044,Beef stomach,Bos taurus,Baka sikmura,100%,Data Image
F045,Beef tail,Bos taurus,Baka buntot,70%,Data Image
F046,Beef tenderloin,Bos taurus,Baka solomilyo,100%,Data Image
F047,Beef tongue,Bos taurus,Baka dila,86%,Data Image
F048,"Beef tongue, boiled",Bos taurus,"Baka dila, nilaga",86%,Data Image
F049,Beef tripe,Bos taurus,Baka goto,100%,Data Image
F050,"Beef tripe, boiled",Bos taurus,"Baka goto, nilaga",100%,Data Image
F051,Beef uterus,Bos taurus,Baka bahay guya,97%,Data Image
F052,Carabeef blood,Bubalus bubalis,Kalabaw dugo,100%,Data Image
F053,Carabeef brain,Bubalus bubalis,Kalabaw utak,100%,Data Image
F054,Carabeef chuck,Bubalus bubalis,Kalabaw paypay,100%,Data Image
F055,Carabeef heart,Bubalus bubalis,Kalabaw puso,100%,Data Image
F056,"Carabeef intestine, large",Bubalus bubalis,Kalabaw bitukang malaki,100%,Data Image
F057,"Carabeef intestine, small",Bubalus bubalis,Kalabaw bitukang maliit,100%,Data Image
F058,Carabeef kidney,Bubalus bubalis,Kalabaw bato,100%,Data Image
F059,Carabeef lean meat,Bubalus bubalis,Kalabaw laman,100%,Data Image
F060,"Carabeef lean meat, boiled",Bubalus bubalis,"Kalabaw laman, nilaga",88%,Data Image
F061,Carabeef liver,Bubalus bubalis,Kalabaw atay,100%,Data Image
F062,Carabeef lung,Bubalus bubalis,Kalabaw baga,100%,Data Image
F063,Carabeef omasum,Bubalus bubalis,Kalabaw librilyo,81%,Data Image
F064,Carabeef reticulum,Bubalus bubalis,Kalabaw mansanilya,100%,Data Image
F065,Carabeef round,Bubalus bubalis,Kalabaw hita,96%,Data Image
F066,Carabeef round steak,Bubalus bubalis,Kalabaw pierna corta at pierna larga,83%,Data Image
F067,Carabeef rump,Bubalus bubalis,Kalabaw tapadera,100%,Data Image
F068,Carabeef shank,Bubalus bubalis,Kalabaw kenchi,44%,Data Image
F069,Carabeef spleen,Bubalus bubalis,Kalabaw lapay,100%,Data Image
F070,Carabeef stomach,Bubalus bubalis,Kalabaw sikmura,100%,Data Image
F071,Carabeef w/ fat,Bubalus bubalis,"Kalabaw laman, may taba",86%,Data Image
F072,"Carabeef w/ fat, boiled",Bubalus bubalis,"Kalabaw laman, may taba, nilaga",100%,Data Image
F075,Chevon back,Capra hircus,Kambing likod,-,Data Image
F076,Chevon breast,Capra hircus,Kambing dibdib,-,Data Image
F077,Chevon flank,Capra hircus,Kambing tiyan,100%,Data Image
F078,Chevon heart,Capra hircus,Kambing puso,100%,Data Image
F079,"Chevon intestine, small",Capra hircus,Kambing bitukang maliit,100%,Data Image
F080,Chevon kidney,Capra hircus,Kambing bato,100%,Data Image
F081,Chevon leg,Capra hircus,Kambing hita at binti,-,Data Image
F082,Chevon liver,Capra hircus,Kambing atay,100%,Data Image
F083,Chevon loin,Capra hircus,Kambing lomo,100%,Data Image
F084,Chevon lung,Capra hircus,Kambing baga,100%,Data Image
F085,Chevon neck,Capra hircus,Kambing leeg,-,Data Image
F086,Chevon rib,Capra hircus,Kambing tadyang,-,Data Image
F087,Chevon shank,Capra hircus,Kambing biyas,-,Data Image
F088,Chevon shoulder,Capra hircus,Kambing balikat,-,Data Image
F089,Chevon stomach,Capra hircus,Kambing sikmura,100%,Data Image
F090,"Chick, one-day old, fried",Gallus gallus,N/A,100%,Data Image
F091,Chicken back,Gallus gallus,Manok likod,45%,Data Image
F092,Chicken blood,Gallus gallus,Manok dugo,100%,Data Image
F093,Chicken breast,Gallus gallus,Manok pitso,84%,Data Image
F094,Chicken feet,Gallus gallus,Manok paa,34%,Data Image
F095,"Chicken feet, bbq",Gallus gallus,"Manok paa, bbq/""adidas""",55%,Data Image
F096,Chicken gizzard,Gallus gallus,Manok balun-balunan,100%,Data Image
F097,Chicken head,Gallus gallus,Manok ulo,61%,Data Image
F098,"Chicken head, bbq",Gallus gallus,"Manok ulo, bbq/""helmet""",64%,Data Image
F099,Chicken heart,Gallus gallus,Manok puso,100%,Data Image
F100,Chicken intestine,Gallus gallus,Manok bituka,41%,Data Image
F101,"Chicken intestine, bbq",Gallus gallus,"Manok bituka, bbq/""IUD""/Isaw manok",100%,Data Image
F102,Chicken leg/drumstick,Gallus gallus,Manok binti,85%,Data Image
F103,Chicken liver,Gallus gallus,Manok atay,100%,Data Image
F104,Chicken neck,Gallus gallus,Manok leeg,48%,Data Image
F105,"Chicken pullet, breast",Gallus gallus,"Manok dumalaga, pitso",85%,Data Image
F106,"Chicken pullet, thigh",Gallus gallus,"Manok dumalaga, hita",74%,Data Image
F107,Chicken thigh,Gallus gallus,Manok hita,66%,Data Image
F108,Chicken thigh & leg,Gallus gallus,Manok hita at binti,74%,Data Image
F109,Chicken wing,Gallus gallus,Manok pakpak,62%,Data Image
F110,Chicken white meat,Gallus gallus,Manok laman,70%,Data Image
F111,"Chicken, white meat, boiled",Gallus gallus,"Manok laman, nilaga",72%,Data Image
F112,"Chicken, white meat, fried",Gallus gallus,"Manok laman, prito",70%,Data Image
F113,"Chicken, whole",Gallus gallus,Manok buo,60%,Data Image
F116,Duck back,Cairina moschata,Pato likod,47%,Data Image
F117,Duck blood,Cairina moschata,Pato dugo,100%,Data Image
F118,Duck breast,Cairina moschata,Pato pitso,71%,Data Image
F119,Duck gizzard,Cairina moschata,Pato balun-balunan,100%,Data Image
F120,Duck liver,Cairina moschata,Pato atay,100%,Data Image
F121,Duck thigh,Cairina moschata,Pato hita,71%,Data Image
F122,Duck wing,Cairina moschata,Pato pakpak,54%,Data Image
F123,"Duck, wild, breast",Dendrocygna arcuata,Baliwis pitso,-,Data Image
F124,"Duck, wild, thigh",Dendrocygna arcuata,Baliwis hita,-,Data Image
F125,Frog meat,Fejervarya vittigera,Palaka laman,31%,Data Image
F126,Goose breast,Anser cygnoides,Gansa dibdib,72%,Data Image
F127,Goose thigh,Anser cygnoides,Gansa hita,71%,Data Image
F128,Lamb flank,Ovis aries,Tupa tiyan,100%,Data Image
F129,Lamb foreshank,Ovis aries,"Tupa biyas, harapan",48%,Data Image
F130,Lamb hind shank,Ovis aries,"Tupa biyas, likod",48%,Data Image
F131,Lamb liver,Ovis aries,Tupa atay,100%,Data Image
F132,Lamb loin,Ovis aries,Tupa lomo,100%,Data Image
F133,Lamb lung,Ovis aries,Tupa baga,100%,Data Image
F134,Lamb neck,Ovis aries,Tupa leeg,47%,Data Image
F135,Lamb riblet,Ovis aries,Tupa tadyang,-,Data Image
F136,Lamb roast/back,Ovis aries,Tupa likod,-,Data Image
F137,Lamb shoulder,Ovis aries,Tupa balikat,55%,Data Image
F139,Moor hen breast,Gallinula chloropus,Ulok pitso,-,Data Image
F140,Moor hen gizzard,Gallinula chloropus,Ulok balun-balunan,100%,Data Image
F141,Moor hen liver,Gallinula chloropus,Ulok atay,100%,Data Image
F142,Moor hen thigh,Gallinula chloropus,Ulok hita,-,Data Image
F143,Pigeon breast,Columba livia,Kalapati pitso,-,Data Image
F144,Pigeon thigh,Columba livia,Kalapati hita,-,Data Image
F145,"Pigeon, squab/young meat",Columba livia,Kalapati pitson,-,Data Image
F146,Pork back fat,Sus scrofa scrofa,Baboy taba sa likod,94%,Data Image
F147,Pork belly,Sus scrofa scrofa,Baboy liempo,97%,Data Image
F148,"Pork belly, broiled",Sus scrofa scrofa,"Baboy liempo, inihaw",93%,Data Image
F149,"Pork belly, fried",Sus scrofa scrofa,"Baboy liempo, prito",86%,Data Image
F151,"Pork belly, boiled",Sus scrofa scrofa,"Baboy liempo, nilaga",96%,Data Image
F152,Pork blood,Sus scrofa scrofa,Baboy dugo,100%,Data Image
F153,Pork Boston butt,Sus scrofa scrofa,Baboy paypay,97%,Data Image
F154,"Pork Boston butt, boiled",Sus scrofa scrofa,"Baboy paypay, nilaga",-,Data Image
F155,"Pork Boston butt, broiled",Sus scrofa scrofa,"Baboy paypay, inihaw",-,Data Image
F156,"Pork Boston butt, fried",Sus scrofa scrofa,"Baboy paypay, prito",-,Data Image
F157,"Pork Boston butt, lean",Sus scrofa scrofa,"Baboy paypay, laman",100%,Data Image
F158,"Pork Boston butt, lean, boiled",Sus scrofa scrofa,"Baboy paypay, laman, nilaga",100%,Data Image
F159,"Pork Boston butt, lean, broiled",Sus scrofa scrofa,"Baboy paypay, laman, inihaw",100%,Data Image
F160,"Pork Boston butt, lean, fried",Sus scrofa scrofa,"Baboy paypay, laman, prito",100%,Data Image
F161,Pork center loin,Sus scrofa scrofa,"Baboy tagiliran, laman",100%,Data Image
F162,Pork chop,Sus scrofa scrofa,Baboy kostillas,82%,Data Image
F163,Pork ear,Sus scrofa scrofa,Baboy tenga,100%,Data Image
F164,"Pork ear, bbq",Sus scrofa scrofa,"Baboy tenga, bbq/",100%,Data Image
F165,Pork ham,Sus scrofa scrofa,Baboy pigi/pigue,100%,Data Image
F166,Pork head,Sus scrofa scrofa,Baboy ulo,60%,Data Image
F167,Pork heart,Sus scrofa scrofa,Baboy puso,100%,Data Image
F168,"Pork intestine, large",Sus scrofa scrofa,Baboy bitukang malaki,100%,Data Image
F169,"Pork intestine, small",Sus scrofa scrofa,Baboy bitukang maliit,100%,Data Image
F170,"Pork intestine, small, bbq",Sus scrofa scrofa,"Baboy bitukang maliit, bbq/Isaw baboy",100%,Data Image
F171,Pork kidney,Sus scrofa scrofa,Baboy bato,80%,Data Image
F172,"Pork kidney, boiled",Sus scrofa scrofa,"Baboy bato, nilaga",100%,Data Image
F173,Pork leg,Sus scrofa scrofa,Baboy pata,58%,Data Image
F174,Pork liver,Sus scrofa scrofa,Baboy atay,100%,Data Image
F175,"Pork liver, boiled",Sus scrofa scrofa,"Baboy atay, nilaga",100%,Data Image
F176,"Pork liver, broiled",Sus scrofa scrofa,"Baboy atay, inihaw",100%,Data Image
F177,"Pork liver, fried",Sus scrofa scrofa,"Baboy atay, prito",100%,Data Image
F178,Pork lung,Sus scrofa scrofa,Baboy baga,100%,Data Image
F179,Pork picnic,Sus scrofa scrofa,Baboy kasim,100%,Data Image
F180,"Pork picnic, boiled",Sus scrofa scrofa,"Baboy kasim, nilaga",100%,Data Image
F181,Pork skin,Sus scrofa scrofa,Baboy balat,100%,Data Image
F182,Pork spare rib,Sus scrofa scrofa,Baboy tadyang,46%,Data Image
F183,Pork spleen,Sus scrofa scrofa,Baboy lapay,100%,Data Image
F184,"Pork spleen, boiled",Sus scrofa scrofa,"Baboy lapay, nilaga",100%,Data Image
F185,Pork stomach,Sus scrofa scrofa,Baboy sikmura,96%,Data Image
F186,Pork tail,Sus scrofa scrofa,Baboy buntot,76%,Data Image
F187,Pork tenderloin,Sus scrofa scrofa,Baboy lomo,100%,Data Image
F188,Pork tongue,Sus scrofa scrofa,Baboy dila,86%,Data Image
F189,Pork uterus,Sus scrofa scrofa,Baboy bahay-guya,94%,Data Image
F190,"Pork, suckling, belly",Sus scrofa scrofa,"Baboy litsunin, liempo",100%,Data Image
F191,"Pork, suckling, blood",Sus scrofa scrofa,"Baboy litsunin, dugo",100%,Data Image
F192,"Pork, suckling, brain",Sus scrofa scrofa,"Baboy litsunin, utak",100%,Data Image
F193,"Pork, suckling, heart",Sus scrofa scrofa,"Baboy litsunin, puso",100%,Data Image
F194,"Pork, suckling, intestine, large",Sus scrofa scrofa,"Baboy litsunin, bitukang malaki",100%,Data Image
F195,"Pork, suckling, intestine, small",Sus scrofa scrofa,"Baboy litsunin, bitukang maliit",100%,Data Image
F196,"Pork, suckling, kidney",Sus scrofa scrofa,"Baboy litsunin, bato",100%,Data Image
F197,"Pork, suckling, leg",Sus scrofa scrofa,"Baboy litsunin, pata",56%,Data Image
F198,"Pork, suckling, liver",Sus scrofa scrofa,"Baboy litsunin, atay",100%,Data Image
F199,"Pork, suckling, lung",Sus scrofa scrofa,"Baboy litsunin, baga",100%,Data Image
F200,"Pork, suckling, spare rib",Sus scrofa scrofa,"Baboy litsunin, tadyang",46%,Data Image
F201,"Pork, suckling, spleen",Sus scrofa scrofa,"Baboy litsunin, lapay",100%,Data Image
F202,"Pork, suckling, stomach",Sus scrofa scrofa,"Baboy litsunin, sikmura",100%,Data Image
F203,Quail meat,Coturnix coturnix,Pugo laman,69%,Data Image
F204,Rabbit liver,Oryctolagus cuniculus,Kuneho atay,100%,Data Image
F205,Rabbit thigh,Oryctolagus cuniculus,Kuneho hita,-,Data Image
F206,Rabbit white meat,Oryctolagus cuniculus,Kuneho laman,100%,Data Image
F207,Snipe lean meat,Gallinago gallinago,Agatsona laman,100%,Data Image
F208,Turkey breast,Meleagris gallopavo,Pabo pitso,-,Data Image
F209,Turkey liver,Meleagris gallopavo,Pabo atay,100%,Data Image
F210,Turkey thigh,Meleagris gallopavo,Pabo hita,-,Data Image
F211,Venison rib,Rusa marianna,Usa tadyang,-,Data Image
F212,Venison thigh,Rusa marianna,Usa hita,-,Data Image
F213,Bacon,N/A,-,100%,Data Image
F214,"Beef chunk, cnd",N/A,N/A,100%,Data Image
F215,Beef jerky,N/A,"Tapa, baka",100%,Data Image
F217,Beef spread,N/A,N/A,100%,Data Image
F218,"Beef, sweet cured",N/A,"Tocino, baka",100%,Data Image
F219,Carabeef jerky,N/A,"Tapa, kalabaw",100%,Data Image
F220,Chicken liver spread,N/A,N/A,100%,Data Image
F221,Chicken meat ball,N/A,N/A,100%,Data Image
F222,Chicken nugget,N/A,N/A,100%,Data Image
F223,"Sausage, chicken",N/A,"Longanisa, manok",100%,Data Image
F224,Chicken spread,N/A,N/A,100%,Data Image
F225,Corned beef loaf,N/A,N/A,99%,Data Image
F226,"Corned beef, cnd",N/A,Karne norte,100%,Data Image
F227,Embotido,N/A,-,100%,Data Image
F228,Ham,N/A,Hamon,100%,Data Image
F229,"Ham, chopped, cnd",N/A,N/A,100%,Data Image
F230,"Ham, deviled spread",N/A,N/A,100%,Data Image
F231,"Ham, pork, sweet, chopped",N/A,-,100%,Data Image
F232,Hamburger patty,N/A,-,100%,Data Image
F233,"Liver pate, cnd",N/A,N/A,100%,Data Image
F234,Liver spread,N/A,N/A,100%,Data Image
F235,"Luncheon meat, cnd",N/A,-,100%,Data Image
F236,"Luncheon meat, deviled spread",N/A,N/A,100%,Data Image
F237,"Luncheon meat, pork & ham",N/A,N/A,100%,Data Image
F238,"Luncheon meat, pork, Chinese style",N/A,N/A,100%,Data Image
F240,Meat loaf,N/A,-,100%,Data Image
F241,"Pork crackling, internal organ",N/A,"Chicharon/Sitsaron baboy, lamang loob",100%,Data Image
F242,"Pork crackling, skin",N/A,"Chicharon/Sitsaron baboy, balat",100%,Data Image
F243,Pork jerky,N/A,"Tapa, baboy",100%,Data Image
F245,"Pork, sweet cured",N/A,"Tocino, baboy",100%,Data Image
F246,"Pork, sweet cured, Pampanga",N/A,"Tocino, baboy, Pampanga",100%,Data Image
F247,"Potted meat spread, w/ cereal, cnd",N/A,-,100%,Data Image
F248,"Sausage, bologna",N/A,N/A,100%,Data Image
F249,"Sausage, chorizo",N/A,"Longanisa, chorizo",100%,Data Image
F250,"Sausage, chorizo, Bilbao style",N/A,"Longanisa, chorizo de Bilbao",100%,Data Image
F251,"Sausage, frankfurter",N/A,N/A,100%,Data Image
F252,"Sausage, ham",-,-,100%,Data Image
F253,"Sausage, hotdog",N/A,-,100%,Data Image
F254,"Sausage, hotdog, smoked",N/A,N/A,100%,Data Image
F255,"Sausage, hotdog, w/ cheese",N/A,Cheese dog,100%,Data Image
F256,"Sausage, mortadella",N/A,N/A,100%,Data Image
F257,"Sausage, pork",N/A,"Longanisa, baboy",100%,Data Image
F258,"Sausage, pork & beef",N/A,"Longanisa, baboy at baka",95%,Data Image
F259,"Sausage, pork, Chinese",N/A,"Longanisa, baboy, Chinese/Chorizo de Macau",100%,Data Image
F260,"Sausage, salami",N/A,N/A,100%,Data Image
F261,"Sausage, Vienna",N/A,N/A,100%,Data Image
F262,"Sausage, Vienna, tidbits",N/A,N/A,100%,Data Image
F263,Venison jerky,N/A,"Tapa, usa",100%,Data Image
F264,"Chicken blood, bbq",Gallus gallus,Betamax,100%,Data Image
F265,"Chicken, whole, seasoned, roasted",Gallus gallus,Lechon manok,70%,Data Image
F266,"Chicken, whole, seasoned, roasted, skin and visible fat removed",Gallus gallus,"Lechon manok, walang balat",62%,Data Image
F267,"Pork, bbq",Sus scrofa scrofa,Barbekyung baboy,100%,Data Image
F268,"Pork back, seasoned, roasted, skin and visible fat removed",Sus scrofa scrofa,"Baboy likod, laman, litson",67%,Data Image
F269,"Pork belly, seasoned, roasted",Sus scrofa scrofa,"Baboy liempo, litson",99%,Data Image
F270,"Pork belly, seasoned, roasted, skin and visible fat removed",Sus scrofa scrofa,"Baboy liempo, litson, walang balat at taba",69%,Data Image
F271,"Pork skin, seasoned, roasted",Sus scrofa scrofa,"Baboy balat, litson",100%,Data Image
F272,"Beef franks, raw",N/A,-,100%,Data Image
F273,"Sausage, pepperoni, raw",N/A,-,100%,Data Image
G001,Abalone,Haliotis spp.,Lapas/Kapinan,67%,Data Image
G002,Abalone juice,Haliotis spp.,Lapas/Kapinan katas,100%,Data Image
G003,Amber fish,Seriola sp.,Tonto,54%,Data Image
G004,Sinarapan,Mystichthys luzoninses,Tabios,97%,Data Image
G005,"Anchovy, Indian (adult)",Stolephorus indicus,Tuakang,75%,Data Image
G006,"Anchovy, long-jawed, w/o head",Stolephorus commersonnii,"Dilis, walang ulo",100%,Data Image
G007,"Anchovy, long-jawed, whole",Stolephorus commersonnii,"Dilis, buo",100%,Data Image
G008,"Barracuda, striped",Sphyraena obtusata,Turcillo,50%,Data Image
G009,"Butterfly fish, threadfin",Chaetodon auriga,Paru-paro,49%,Data Image
G010,"Fusilier, goldband",Pterocaesio chrysozona,Dalagang bukid,69%,Data Image
G011,Cardinal fish,Fibramia amboinensis,Dangat,45%,Data Image
G012,Carp,Cyprinus carpio,Karpa,55%,Data Image
G013,"Catfish, freshwater",Clarias batrachus,Hito,70%,Data Image
G014,"Catfish, saltwater",Arius manillensis,Kanduli,36%,Data Image
G015,"Cavalla, banded",Caranx sexfasciatus,Talakitok/Maliputo,48%,Data Image
G016,"Cavalla, banded, fried",Caranx sexfasciatus,"Talakitok, prito",64%,Data Image
G017,"Cavalla, banded, steamed",Caranx sexfasciatus,"Talakitok, pinasingawan",65%,Data Image
G018,"Clam, bilakong",Pharella acutidens,Bilakong,31%,Data Image
G019,"Clam, freshwater, tulya",Corbicula manilensis,Tulya,22%,Data Image
G020,"Clam, freshwater, tulya, boiled",Corbicula manilensis,"Tulya, nilaga",42%,Data Image
G021,"Clam, halaan",Cyraeidae,Halaan,31%,Data Image
G022,"Clam, halaan, boiled",Cyraeidae,"Halaan, nilaga",52%,Data Image
G023,"Clam, imbao",Anodontia edentula,Imbao,40%,Data Image
G024,"Clam, imbao, boiled",Anodontia edentula,"Imbao, nilaga",-,Data Image
G025,"Clam, kabibi",Soletellina cumingiana,Kabibi,24%,Data Image
G026,"Clam, kanturi",Venus sp.,Kanturi,13%,Data Image
G027,"Clam, lukan",Cyrena ventricosa,Lukan,30%,Data Image
G028,"Clam, rayed shell",Gari elongata,Paros,61%,Data Image
G029,"Clam, razor shell",Pharella sp.,Tikhan,37%,Data Image
G030,"Clam, tongue",Lingula unguis,Balay,43%,Data Image
G031,"Clam, tongue, head, blanched",Lingula unguis,"Balay, ulo, binanlian",-,Data Image
